fundingTime,fundingRate,rate_annualized_pct,rate_7d_mean,rate_7d_std,rate_30d_mean,rate_zscore,rate_momentum_1d,rate_momentum_3d,hour,weekday,target_next_positive
2026-03-07 00:00:00.001000+00:00,6.19e-06,0.677805,2.7500000000000004e-06,3.0189415032424855e-05,-6.648e-06,0.42524838544275806,-1.07e-05,6.009e-05,0,5,0
2026-03-07 08:00:00.012000+00:00,3.525e-05,3.859875,6.203333333333334e-06,2.9523066800949607e-05,-6.289444444444444e-06,1.4070165787488018,6.586e-05,1.0050000000000004e-05,8,5,0
2026-03-07 16:00:00.001000+00:00,-4.217e-05,-4.617614999999999,6.245238095238096e-06,2.9450196199524303e-05,-6.207222222222222e-06,-1.221138818027931,-2.041e-05,-8.9e-05,16,5,0
2026-03-08 00:00:00.001000+00:00,-4.496e-05,-4.92312,4.431904761904763e-06,3.1406156979014095e-05,-6.529333333333334e-06,-1.2236666425741431,-5.115e-05,-8.063e-05,0,6,0
2026-03-08 08:00:00+00:00,-1.115e-05,-1.220925,1.7280952380952388e-06,3.0098940449631706e-05,-5.132333333333333e-06,-0.19992951834091222,-4.64e-05,-6.08e-05,8,6,0
2026-03-08 16:00:00.002000+00:00,-2.868e-05,-3.1404599999999996,-1.0414285714285708e-06,3.0093465118811797e-05,-3.953444444444445e-06,-0.8216586377784285,1.3489999999999998e-05,-3.042e-05,16,6,0
2026-03-09 00:00:00+00:00,-5.77e-05,-6.31815,-3.646666666666666e-06,3.2539358526764674e-05,-2.908111111111111e-06,-1.6838650597190106,-1.2739999999999997e-05,-7.459e-05,0,0,0
2026-03-09 08:00:00.004000+00:00,-4.579e-05,-5.014005,-4.895714285714285e-06,3.366471514381616e-05,-2.4917777777777776e-06,-1.286160362184904,-3.464e-05,-1.518e-05,8,0,0
2026-03-09 16:00:00.003000+00:00,-3.431e-05,-3.7569450000000004,-6.013809523809523e-06,3.425638078901366e-05,-2.55e-06,-0.9271265460181283,-5.630000000000002e-06,-1.2550000000000004e-05,16,0,0
2026-03-10 00:00:00.012000+00:00,-2.394e-05,-2.62143,-7.065238095238094e-06,3.446075385406529e-05,-2.4378888888888886e-06,-0.6239593945671776,3.376e-05,-3.013e-05,0,1,0
2026-03-10 08:00:00.002000+00:00,1.23e-05,1.34685,-7.163809523809523e-06,3.439928058494689e-05,-1.9072222222222221e-06,0.4130092833522599,5.809e-05,-2.2950000000000002e-05,8,1,0
2026-03-10 16:00:00.001000+00:00,1.738e-05,1.9031099999999999,-7.04142857142857e-06,3.44858274202192e-05,-1.1736666666666665e-06,0.5380084531707818,5.169e-05,5.955e-05,16,1,0
2026-03-11 00:00:00+00:00,-0.00011052,-12.101939999999999,-9.737619047619047e-06,4.009044560799516e-05,-2.06e-06,-2.705382750307221,-8.658e-05,-6.556e-05,0,2,0
2026-03-11 08:00:00.007000+00:00,-5.252e-05,-5.75094,-1.343857142857143e-05,4.02907765233824e-05,-2.848666666666666e-06,-1.2328214449901953,-6.481999999999999e-05,-4.137e-05,8,2,0
2026-03-11 16:00:00.010000+00:00,-5.824e-05,-6.377280000000001,-1.8441904761904762e-05,3.8933340804386104e-05,-3.019777777777778e-06,-1.4183273534030065,-7.562e-05,-2.9559999999999998e-05,16,2,0
2026-03-12 00:00:00+00:00,-7.802e-05,-8.543190000000001,-2.3855714285714287e-05,3.893716458236636e-05,-2.9091111111111112e-06,-1.9290282097968858,3.2500000000000004e-05,-2.0320000000000002e-05,0,3,0
2026-03-12 08:00:00+00:00,-5.392e-05,-5.904240000000001,-2.8787619047619048e-05,3.5575293098548305e-05,-2.971666666666667e-06,-1.4321268750253064,-1.4000000000000001e-06,-8.129999999999998e-06,8,3,0
2026-03-12 16:00:00+00:00,-7.381e-05,-8.082195,-3.2385238095238094e-05,3.614921072707503e-05,-2.8122222222222224e-06,-1.964020136257135,-1.5570000000000002e-05,-3.95e-05,16,3,0
2026-03-13 00:00:00.006000+00:00,-2.789e-05,-3.0539549999999993,-3.451761904761905e-05,3.4374393653526734e-05,-3.277666666666667e-06,-0.7160077812982212,5.013e-05,-3.949999999999998e-06,0,4,0
2026-03-13 08:00:00.001000+00:00,4.263e-05,4.667985,-3.103e-05,3.8283828962108795e-05,-1.868777777777778e-06,1.1623387467805322,9.654999999999999e-05,3.0329999999999996e-05,8,4,0
2026-03-13 16:00:00+00:00,-6.38e-06,-0.6986100000000001,-3.029761904761905e-05,3.8615707154571434e-05,-1.8097777777777776e-06,-0.118351379761828,6.743e-05,-2.376e-05,16,4,0
